,city,icao,lat,lon,name,state,LL,JA
800,Greenville,KGSP,34.8956985474,-82.2189025879,Greenville Spartanburg International Airport,South-Carolina,5.93,4.11
801,Great Falls,KGTF,47.48199844,-111.3710022,Great Falls International Airport,Montana,4.90,3.70
802,Columbus/W Point/Starkville,KGTR,33.4502983093,-88.5914001465,Golden Triangle Regional Airport,Mississippi,4.88,4.99
803,Georgetown,KGTU,30.6788005829,-97.679397583,Georgetown Municipal Airport,Texas,4.30,3.78
804,Gunnison,KGUC,38.53390121,-106.9329987,Gunnison Crested Butte Regional Airport,Colorado,5.70,6.25
805,Gallup,KGUP,35.511100769,-108.789001465,Gallup Municipal Airport,New-Mexico,3.79,3.09
806,Peru,KGUS,40.6481018066,-86.1520996094,Grissom ARB Airport,Indiana,4.50,3.30
807,Guymon,KGUY,36.6851005554,-101.5080032349,Guymon Municipal Airport,Oklahoma,3.55,2.80
808,Gainesville,KGVL,34.27259827,-83.8302002,Lee Gilmer Memorial Airport,Georgia,4.49,3.99
809,Batavia,KGVQ,43.03170013,-78.16760254,Genesee County Airport,New-York,4.55,3.93
810,Greenville,KGVT,33.0677986145,-96.0652999878,Majors Airport,California,3.19,3.50
811,Auburn,KGWB,41.3072013855,-85.0643997192,De Kalb County Airport,Indiana,4.55,3.75
812,Greenwood,KGWO,33.4943008423,-90.0847015381,Greenwood Leflore Airport,Mississippi,4.90,3.90
813,Gwinner,KGWR,46.2187004089,-97.6432037354,Gwinner Roger Melroe Field,North-Dakota,3.57,3.00
814,Glenwood Springs,KGWS,39.5083007813,-107.3109970093,Glenwood Springs Municipal Airport,Colorado,4.00,4.98
815,Goldsboro,KGWW,35.4606018066,-77.9648971558,Goldsboro-Wayne Municipal Airport,North-Carolina,3.48,4.44
816,Greeley,KGXY,40.4374008179,-104.6330032349,Greeley Weld County Airport,Colorado,3.80,3.66
817,Giddings,KGYB,30.1693000793,-96.9800033569,Giddings Lee County Airport,Texas,4.10,3.90
818,Greenville,KGYH,34.7583007813,-82.3764038086,Donaldson Center Airport,South-Carolina,3.90,3.35
819,Sherman/Denison,KGYI,33.714099884,-96.6736984253,North Texas Rgnl/Perrin Field,Texas,3.79,3.59
820,Goodyear,KGYR,33.4225006104,-112.3759994507,Phoenix Goodyear Airport,Arizona,4.79,4.79
821,Gary,KGYY,41.6162986755,-87.4128036499,Gary Chicago International Airport,Indiana,4.80,2.85
822,Evergreen,KGZH,31.4158000946,-87.0439987183,Middleton Field,Alabama,3.25,2.99
823,Pulaski,KGZS,35.1537017822,-87.0568008423,Abernathy Field,Tennessee,3.90,3.25
824,Clarksville,KH35,35.4706993103,-93.4272003174,Clarksville Municipal Airport,Arkansas,3.49,3.99
825,Pryor,KH71,36.2253990173,-95.3301010132,Mid America Industrial Airport,Oklahoma,4.35,2.90
826,Eldon,KH79,38.3605995178,-92.5716018677,Eldon Model Airpark,Missouri,3.70,3.42
827,Hamilton,KHAB,34.11759949,-87.99819946,Marion County Rankin Fite Airport,Alabama,3.10,N/A
828,Hannibal,KHAE,39.72449875,-91.4437027,Hannibal Regional Airport,Missouri,4.00,3.75
829,Three Rivers,KHAI,41.9598007202,-85.5933990479,Three Rivers Municipal Dr Haines Airport,Michigan,4.15,3.30
830,Hamilton,KHAO,39.3638000488,-84.5220031738,Butler Co Regional Airport,Ohio,4.99,4.95
831,Mohall,KHBC,48.7683982849,-101.5370025635,Mohall Municipal Airport,North-Dakota,4.20,3.80
832,Hattiesburg,KHBG,31.26479912,-89.25279999,Hattiesburg Bobby L Chain Municipal Airport,Mississippi,3.09,3.31
833,Heber Springs,KHBZ,35.5116996765,-92.0130004883,Heber Springs Municipal Airport,Arkansas,4.59,4.39
834,Hutchinson,KHCD,44.85990143,-94.38249969,Hutchinson Municipal Butler Field,Minnesota,4.50,4.25
835,Hallock,KHCO,48.7527008057,-96.9430007935,Hallock Municipal Airport,Minnesota,4.09,3.99
836,Heber,KHCR,40.4818056,-111.4288056,Heber City Municipal Airport - Russ McDonald Field,Utah,3.95,3.30
837,Hammond,KHDC,30.52160072,-90.41840363,Hammond Northshore Regional Airport,Louisiana,3.80,3.12
838,Holdrege,KHDE,40.45209885,-99.33650208,Brewster Field,Nebraska,5.00,4.15
839,Hayden,KHDN,40.48120117,-107.2180023,Yampa Valley Airport,Colorado,5.30,5.95
840,Hondo,KHDO,29.359500885,-99.1766967773,Hondo Municipal Airport,Texas,3.86,3.10
841,Helena/West Helena,KHEE,34.576499939,-90.6759033203,Thompson Robbins Airport,Arkansas,3.85,4.34
842,Manassas,KHEF,38.72140121,-77.51540375,Manassas Regional Harry P. Davis field,Virginia,5.35,4.25
843,Jacksonville,KHEG,30.2777996063,-81.8059005737,Herlong Airport,Florida,3.41,2.42
844,Hettinger,KHEI,46.0149002075,-102.65599823,Hettinger Municipal Airport,North-Dakota,4.90,N/A
845,Holyoke,KHEQ,40.5694007874,-102.2730026245,Holyoke Airport,Colorado,N/A,3.95
846,Natchez,KHEZ,31.6137008667,-91.2973022461,Hardy Anders Field Natchez Adams County Airport,Mississippi,3.46,3.76
847,Hartford,KHFD,41.7366981506,-72.6493988037,Hartford Brainard Airport,Connecticut,4.99,4.97
848,Monett,KHFJ,36.90620041,-94.01280212,Monett Municipal Airport,Missouri,3.98,2.56
849,Indianapolis,KHFY,39.6283988953,-86.0878982544,Greenwood Municipal Airport,Indiana,3.60,2.90
850,Hagerstown,KHGR,39.707901,-77.72949982,Hagerstown Regional Richard A Henson Field,Maryland,5.20,6.12
851,Canadian,KHHF,35.89530182,-100.4039993,Hemphill County Airport,Texas,N/A,3.29
852,Huntington,KHHG,40.8529014587,-85.4570999146,Huntington Municipal Airport,Indiana,4.36,3.42
853,Hawthorne,KHHR,33.9227981567,-118.3349990845,Jack Northrop Field Hawthorne Municipal Airport,California,5.14,4.86
854,Hugo,KHHW,34.03480148,-95.54190063,Stan Stamper Municipal Airport,Oklahoma,3.69,3.19
855,Hibbing,KHIB,47.38660049,-92.83899689,Chisholm Hibbing Airport,Minnesota,3.99,3.43
856,Lake Havasu City,KHII,34.57109833,-114.3580017,Lake Havasu City Airport,Arizona,4.15,3.25
857,Portland,KHIO,45.54040146,-122.9499969,Portland Hillsboro Airport,Oregon,4.95,2.30
858,Hebron,KHJH,40.1521987915,-97.5869979858,Hebron Municipal Airport,Nebraska,4.00,3.25
859,Blytheville,KHKA,35.9403991699,-89.8308029175,Blytheville Municipal Airport,Arkansas,4.86,4.14
860,Jackson,KHKS,32.33449936,-90.22219849,Hawkins Field,Mississippi,5.49,4.79
861,Hickory,KHKY,35.74110031,-81.38950348,Hickory Regional Airport,North-Carolina,3.95,4.11
862,Wheeling,KHLG,40.1749992371,-80.6463012695,Wheeling Ohio County Airport,West-Virginia,4.86,3.38
863,Holland,KHLM,42.7958984375,-86.1620025635,Park Township Airport,Michigan,3.64,3.75
864,Helena,KHLN,46.6068000793,-111.983001709,Helena Regional Airport,Montana,4.29,4.13
865,Galax Hillsville,KHLX,36.7661018372,-80.823600769,Twin County Airport,Virginia,4.49,4.25
866,Hemet,KHMT,33.7340011597,-117.0230026245,Hemet Ryan Airport,California,3.75,3.85
867,Bedford,KHMZ,40.08530045,-78.5121994,Bedford County Airport,Pennsylvania,4.75,5.54
868,Huntingburg,KHNB,38.2490005493,-86.9536972046,Huntingburg Airport,Indiana,4.11,3.96
869,Las Vegas,KHND,35.9728012085,-115.1340026855,Henderson Executive Airport,Nevada,3.75,3.84
870,Oxford,KHNZ,36.36159897,-78.52919769,Henderson Oxford Airport,North-Carolina,3.89,3.59
871,Hobbs,KHOB,32.6875,-103.2170029,Lea County Regional Airport,New-Mexico,4.95,3.90
872,Huron,KHON,44.3852005005,-98.2285003662,Huron Regional Airport,South-Dakota,4.19,2.80
873,Hot Springs,KHOT,34.4780006409,-93.0961990356,Memorial Field,Iowa,3.39,3.71
874,Houston,KHOU,29.64539909,-95.27890015,William P Hobby Airport,Texas,3.23,3.60
875,White Plains,KHPN,41.0670013428,-73.7076034546,Westchester County Airport,New-York,5.99,3.89
876,Hampton,KHPT,42.7237014771,-93.2263031006,Hampton Municipal Airport,Iowa,4.29,3.52
877,Baytown,KHPY,29.7861003876,-94.9526977539,Baytown Airport,Texas,3.90,3.20
878,Hugoton,KHQG,37.1631012,-101.3710022,Hugoton Municipal Airport,Kansas,3.95,2.96
879,Hoquiam,KHQM,46.9711990356,-123.93699646,Bowerman Airport,Washington,5.00,3.99
880,Thomson,KHQU,33.52970123,-82.51650238,Thomson Mcduffie County Airport,Georgia,4.11,3.83
881,Mesquite,KHQZ,32.7470016479,-96.5304031372,Mesquite Metro Airport,Texas,3.20,3.00
882,Hermiston,KHRI,45.8282012939,-119.2590026855,Hermiston Municipal Airport,Oregon,3.89,4.30
883,Erwin,KHRJ,35.37939835,-78.73300171,Harnett Regional Jetport Airport,North-Carolina,3.90,3.81
884,Harlingen,KHRL,26.2285003662,-97.6544036865,Valley International Airport,Texas,4.77,2.75
885,Harrison,KHRO,36.2615013123,-93.1547012329,Boone County Airport,Arkansas,4.39,4.29
886,Hereford,KHRX,34.85779953,-102.3259964,Hereford Municipal Airport,Texas,3.19,3.39
887,Bay St Louis,KHSA,30.3677997589,-89.4545974731,Stennis International Airport,Mississippi,4.75,3.75
888,Harrisburg,KHSB,37.81129837,-88.5503006,Harrisburg Raleigh Airport,Illinois,4.55,3.80
889,Oklahoma City,KHSD,35.6017990112,-97.706199646,Sundance Airpark,Oklahoma,3.15,2.95
890,Thermopolis,KHSG,43.7136111,-108.3896944,Hot Springs County Airport,Wyoming,4.39,3.77
891,Hastings,KHSI,40.6053009033,-98.4279022217,Hastings Municipal Airport,Nebraska,3.60,3.25
892,Hot Springs,KHSP,37.95140076,-79.83390045,Ingalls Field,Virginia,3.95,3.95
893,Huntsville,KHSV,34.6371994019,-86.775100708,Huntsville International Carl T Jones Field,Alabama,4.50,4.13
894,Hawthorne,KHTH,38.5443992615,-118.6340026855,Hawthorne Industrial Airport,Nevada,5.10,3.99
895,East Hampton,KHTO,40.95959854,-72.25180054,East Hampton Airport,New-York,6.49,5.29
896,Huntington,KHTS,38.36669922,-82.55799866,Tri-State/Milton J. Ferguson Field,West-Virginia,4.68,3.78
897,Terre Haute,KHUF,39.451499939,-87.3076019287,Terre Haute International Hulman Field,Indiana,4.46,3.83
898,Houlton,KHUL,46.1231002808,-67.792098999,Houlton International Airport,Maine,4.75,3.75
899,Houma,KHUM,29.5664997101,-90.6604003906,Houma Terrebonne Airport,Louisiana,4.52,4.52
900,Hutchinson,KHUT,38.0654983521,-97.8606033325,Hutchinson Municipal Airport,Kansas,3.48,3.58
901,Hopkinsville,KHVC,36.8569984436,-87.4551010132,Hopkinsville Christian County Airport,Kentucky,3.13,2.77
902,New Haven,KHVN,41.26369858,-72.88680267,Tweed New Haven Airport,Connecticut,5.92,5.80
903,Havre,KHVR,48.54299927,-109.762001,Havre City County Airport,Montana,5.40,5.00
904,Hartsville,KHVS,34.4030990601,-80.1192016602,Hartsville Regional Airport,South-Carolina,3.78,3.89
905,Hayward,KHWD,37.659198761,-122.1220016479,Hayward Executive Airport,California,4.15,2.95
906,Hollywood,KHWO,26.0011997223,-80.2406997681,North Perry Airport,Florida,4.24,3.75
907,Shirley,KHWV,40.8218994141,-72.8694000244,Brookhaven Airport,New-York,5.45,4.99
908,Warrenton,KHWY,38.5862998962,-77.7106018066,Warrenton Fauquier Airport,Virginia,3.75,2.50
909,Hilton Head Island,KHXD,32.2243995667,-80.6975021362,Hilton Head Airport,South-Carolina,7.27,6.14
910,Hartford,KHXF,43.34930038,-88.39109802,Hartford Municipal Airport,Wisconsin,3.80,2.80
911,Hyannis,KHYA,41.66930008,-70.28040314,Barnstable Municipal Boardman Polando Field,Massachusetts,5.95,3.50
912,San Marcos,KHYI,29.8927001953,-97.8629989624,San Marcos Municipal Airport,Texas,3.99,4.07
913,Hayward,KHYR,46.0251998901,-91.4442977905,Sawyer County Airport,Wisconsin,3.75,3.75
914,Hays,KHYS,38.84220123,-99.27320099,Hays Regional Airport,Kansas,4.24,2.85
915,Conway,KHYW,33.82849884,-79.12220001,Conway Horry County Airport,South-Carolina,3.13,1.88
916,Saginaw,KHYX,43.4333992,-83.86229706,Saginaw County H.W. Browne Airport,Michigan,4.05,5.50
917,Huntingdon,KHZD,36.08929825,-88.46330261,Carroll County Airport,Tennessee,3.03,3.28
918,Hazen,KHZE,47.28990173,-101.5810013,Mercer County Regional Airport,North-Dakota,3.05,3.37
919,Hazleton,KHZL,40.9868011475,-75.9949035645,Hazleton Municipal Airport,Pennsylvania,4.85,3.50
920,Mc Gregor,KHZX,46.6188011169,-93.3097991943,Isedor Iverson Airport,Minnesota,3.74,3.79
921,Ashtabula,KHZY,41.7779998779,-80.6955032349,Ashtabula County Airport,Ohio,6.15,5.49
922,Piqua,KI17,40.16469955,-84.30840302,Piqua Airport-Hartzell Field,Ohio,5.20,N/A
923,Winchester,KI22,40.1688995361,-84.9256973267,Randolph County Airport,Indiana,4.55,3.66
924,Washington Court House,KI23,39.570400238,-83.420501709,Fayette County Airport,Ohio,3.80,3.80
925,Greensburg,KI34,39.32690048,-85.52249908,Greensburg Municipal Airport,Indiana,4.49,3.45
926,Harlan,KI35,36.8592987061,-83.3584976196,Tucker Guthrie Memorial Airport,Kentucky,3.99,2.99
927,Coshocton,KI40,40.3092002869,-81.8534011841,Richard Downing Airport,Ohio,4.14,4.17
928,Jackson,KI43,38.9813995361,-82.5779037476,James A Rhodes Airport,Ohio,N/A,4.00
929,Mount Sterling,KI63,39.98749924,-90.80419922,Mount Sterling Municipal Airport,Illinois,4.88,2.86
930,Batavia,KI69,39.07839966,-84.21019745,Clermont County Airport,Ohio,4.31,3.17
931,Urbana,KI74,40.13259888,-83.75340271,Grimes Field,Ohio,4.75,3.75
932,Kenton,KI95,40.6106987,-83.6436004639,Hardin County Airport,Ohio,4.95,3.80
933,Washington,KIAD,38.94449997,-77.45580292,Washington Dulles International Airport,Virginia,6.00,5.39
934,Niagara Falls,KIAG,43.1072998047,-78.9461975098,Niagara Falls International Airport,New-York,5.25,5.03
935,Houston,KIAH,29.9843997955,-95.3414001465,George Bush Intercontinental Houston Airport,Texas,4.60,3.60
936,Kimball,KIBM,41.1880989075,-103.6770019531,Kimball Municipal Robert E Arraj Field,Nebraska,4.50,3.80
937,Wichita,KICT,37.6498985291,-97.4330978394,Wichita Mid Continent Airport,Kansas,3.98,4.25
938,Idaho Falls,KIDA,43.5145988464,-112.0709991455,Idaho Falls Regional Airport,Idaho,4.77,4.32
939,Indiana,KIDI,40.63219833,-79.10549927,Indiana County/Jimmy Stewart Fld/ Airport,Pennsylvania,4.25,3.75
940,Independence,KIDP,37.1584014893,-95.7783966064,Independence Municipal Airport,Kansas,4.34,4.17
941,Natchitoches,KIER,31.7357006073,-93.0990982056,Natchitoches Regional Airport,Louisiana,3.69,3.59
942,Iowa Falls,KIFA,42.4707984924,-93.2699966431,Iowa Falls Municipal Airport,Iowa,4.49,3.39
943,Bullhead City,KIFP,35.15739822,-114.5599976,Laughlin Bullhead International Airport,Arizona,4.30,4.57
944,Kingman,KIGM,35.2594985962,-113.93800354,Kingman Airport,Arizona,3.97,2.75
945,Chicago,KIGQ,41.5349006653,-87.5295028687,Lansing Municipal Airport,Illinois,4.62,3.00
946,Independence,KIIB,42.45360184,-91.94760132,Independence Municipal Airport,Iowa,4.40,3.68
947,Washington,KIIY,33.77939987,-82.81580353,Washington Wilkes County Airport,Georgia,4.01,4.20
948,Kingsville,KIKG,27.55089951,-98.03089905,Kleberg County Airport,Texas,3.80,3.25
949,Kankakee,KIKK,41.0713996887,-87.8462982178,Greater Kankakee Airport,Illinois,4.79,3.95
950,Ankeny,KIKV,41.6913986206,-93.5663986206,Ankeny Regional Airport,Iowa,4.60,4.59
951,Midland,KIKW,43.66289902,-84.26129913,Jack Barstow Airport,Michigan,4.29,N/A
952,Killeen,KILE,31.0858001709,-97.6865005493,Skylark Field,Texas,3.60,3.60
953,Wilmington,KILG,39.67869949,-75.60649872,New Castle Airport,Delaware,5.59,5.25
954,Wilmington,KILM,34.2705993652,-77.9026031494,Wilmington International Airport,North-Carolina,3.99,4.86
955,Immokalee,KIMM,26.43320084,-81.40100098,Immokalee Regional Airport,Florida,2.78,2.35
956,Madison,KIMS,38.75889969,-85.46549988,Madison Municipal Airport,Indiana,3.80,3.65
957,Iron Mountain Kingsford,KIMT,45.8184013367,-88.1145019531,Ford Airport,Michigan,N/A,3.99
958,Indianapolis,KIND,39.717300415,-86.2944030762,Indianapolis International Airport,Indiana,3.60,2.90
959,Hillsboro,KINJ,32.08349991,-97.09719849,Hillsboro Municipal Airport,Illinois,2.78,2.25
960,Wink,KINK,31.7796001434,-103.2009963989,Winkler County Airport,Texas,3.10,2.95
961,International Falls,KINL,48.5662002563,-93.4030990601,Falls International Airport,Minnesota,6.98,5.50
962,Winston Salem,KINT,36.1337013245,-80.2220001221,Smith Reynolds Airport,North-Carolina,3.65,3.25
963,Winslow,KINW,35.021900177,-110.7229995728,Winslow Lindbergh Regional Airport,Arizona,3.79,3.39
964,Mount Sterling,KIOB,38.05810165,-83.979599,Mount Sterling Montgomery County Airport,Kentucky,3.74,3.16
965,Iowa City,KIOW,41.6391983032,-91.5465011597,Iowa City Municipal Airport,Iowa,3.89,2.99
966,Lincolnton,KIPJ,35.48329926,-81.16130066,Lincolnton Lincoln County Regional Airport,North-Carolina,3.99,3.99
967,Imperial,KIPL,32.8342018127,-115.57900238,Imperial County Airport,California,3.50,3.79
968,Williamsport,KIPT,41.2417984009,-76.9210968018,Williamsport Regional Airport,Pennsylvania,5.53,4.08
969,Kirksville,KIRK,40.09349823,-92.5448989868,Kirksville Regional Airport,Missouri,4.09,2.99
970,Sturgis,KIRS,41.81330109,-85.43900299,Kirsch Municipal Airport,Michigan,3.99,3.38
971,Orlando,KISM,28.2898006439,-81.4371032715,Kissimmee Gateway Airport,Florida,4.31,4.41
972,Kinston,KISO,35.331401825,-77.6088027954,Kinston Regional Jetport At Stallings Field,North-Carolina,6.26,4.92
973,Islip,KISP,40.79520035,-73.10019684,Long Island Mac Arthur Airport,New-York,5.57,4.70
974,Manistique,KISQ,45.97460175,-86.17179871,Schoolcraft County Airport,Michigan,4.25,3.45
975,Wisconsin Rapids,KISW,44.3602981567,-89.8389968872,Alexander Field South Wood County Airport,Wisconsin,3.99,3.80
976,Ithaca,KITH,42.4910011292,-76.4583969116,Ithaca Tompkins Regional Airport,New-York,4.89,4.79
977,Burlington,KITR,39.2425003052,-102.2850036621,Kit Carson County Airport,Colorado,4.35,3.40
978,Canandaigua,KIUA,42.908901900000004,-77.3252263,Canandaigua Airport,New York,3.96,3.52
979,Phoenix,KIWA,33.30780029,-111.6549988,Phoenix-Mesa-Gateway Airport,Arizona,5.13,4.50
980,Ironwood,KIWD,46.5275001526,-90.131401062,Gogebic Iron County Airport,Michigan,3.99,3.99
981,Wabash,KIWH,40.7620010376,-85.7987976074,Wabash Municipal Airport,Indiana,4.02,2.50
982,Wiscasset,KIWI,43.9613990784,-69.712600708,Wiscasset Airport,Maine,4.54,4.50
983,Houston,KIWS,29.8181991577,-95.6725997925,West Houston Airport,Texas,3.26,3.07
984,Olathe,KIXD,38.8308982849,-94.890296936,New Century Aircenter Airport,Kansas,4.50,2.83
985,Inyokern,KIYK,35.65879822,-117.8300018,Inyokern Airport,California,3.20,4.47
986,Santa Ynez,KIZA,34.60680008,-120.0759964,Santa Ynez Airport,California,3.95,3.49
987,Fryeburg,KIZG,43.9911003113,-70.9478988647,Eastern Slopes Regional Airport,Maine,N/A,4.54
988,Jackson,KJAC,43.6072998047,-110.7379989624,Jackson Hole Airport,Wyoming,4.85,3.95
989,Jackson,KJAN,32.3111991882,-90.0758972168,Jackson Evers International Airport,Mississippi,5.49,4.79
990,Jackson,KJAQ,38.3768005371,-120.793998718,Westover Field Amador County Airport,California,3.59,3.59
991,Jasper,KJAS,30.88570023,-94.03489685,Jasper County-Bell Field,Texas,4.50,3.85
992,Jacksboro,KJAU,36.3345985413,-84.1623001099,Campbell County Airport,Tennessee,4.30,N/A
993,Jacksonville,KJAX,30.4941005707,-81.6878967285,Jacksonville International Airport,Florida,4.22,2.42
994,Jonesboro,KJBR,35.8316993713,-90.6464004517,Jonesboro Municipal Airport,Arkansas,4.29,3.77
995,Junction,KJCT,30.5112991333,-99.7634963989,Kimble County Airport,Texas,3.25,2.50
996,Mineola/Quitman,KJDD,32.7421989441,-95.4964981079,Wood County Airport,Texas,3.24,4.60
997,Jefferson City,KJEF,38.5912017822,-92.1560974121,Jefferson City Memorial Airport,Missouri,3.95,3.34
998,Jerome,KJER,42.7266998291,-114.4570007324,Jerome County Airport,Idaho,4.30,4.20
999,Jesup,KJES,31.55400085,-81.88249969,Jesup Wayne County Airport,Georgia,3.50,3.75
1000,New York,KJFK,40.63980103,-73.77890015,John F Kennedy International Airport,New-York,6.82,6.09
1001,Jasper,KJFX,33.90200043,-87.31420135,Walker County Bevill Field,Alabama,3.99,4.29
1002,Richlands,KJFZ,37.06370163,-81.7983017,Tazewell County Airport,Virginia,4.25,3.75
1003,Williamsburg,KJGG,37.239200592,-76.7161026001,Williamsburg Jamestown Airport,Virginia,5.00,4.25
1004,Jamestown,KJHW,42.15340042,-79.25800323,Chautauqua County-Jamestown Airport,New-York,4.99,4.49
1005,Gulf Shores,KJKA,30.29050064,-87.67179871,Jack Edwards Airport,Alabama,4.20,4.04
1006,Moorhead,KJKJ,46.83929825,-96.66369629,Moorhead Municipal Airport,Minnesota,4.00,2.70
1007,Joplin,KJLN,37.1517982483,-94.498298645,Joplin Regional Airport,Missouri,4.90,4.40
1008,Mora,KJMR,45.886100769,-93.2717971802,Mora Municipal Airport,Minnesota,4.12,3.62
1009,Jamestown,KJMS,46.92969894,-98.67819977,Jamestown Regional Airport,North-Dakota,5.75,5.25
1010,Smithfield,KJNX,35.54090118,-78.39029694,Johnston County Airport,North-Carolina,3.99,3.59
1011,Concord,KJQF,35.3877983093,-80.7090988159,Concord Regional Airport,North-Carolina,5.83,4.65
1012,Jacksonville,KJSO,31.8693008423,-95.2173995972,Cherokee County Airport,Texas,2.63,2.97
1013,Johnstown,KJST,40.3161010742,-78.8339004517,John Murtha Johnstown Cambria County Airport,Pennsylvania,3.95,2.95
1014,Janesville,KJVL,42.620300293,-89.0416030884,Southern Wisconsin Regional Airport,Wisconsin,3.85,3.90
1015,Raymond,KJVW,32.30329895,-90.40850067,John Bell Williams Airport,Mississippi,3.50,2.95
1016,Jeffersonville,KJVY,38.365398407,-85.7381973267,Clark Regional Airport,Indiana,5.75,5.15
1017,Watonga,KJWG,35.86470032,-98.42079926,Watonga Regional Airport,Oklahoma,3.39,3.39
1018,Nashville,KJWN,36.1823997498,-86.8867034912,John C Tune Airport,Tennessee,4.29,3.54
1019,Midlothian/Waxahachie,KJWY,32.4561004639,-96.912399292,Mid Way Regional Airport,Texas,4.09,4.01
1020,Jackson,KJXN,42.2597999573,-84.4593963623,Jackson County Reynolds Field,Michigan,3.99,3.99
1021,Hillsdale,KJYM,41.9212989807,-84.5858001709,Hillsdale Municipal Airport,Michigan,4.00,3.50
1022,Leesburg,KJYO,39.077999115,-77.5575027466,Leesburg Executive Airport,Virginia,6.00,5.39
1023,York,KJYR,40.8968009949,-97.6228027344,York Municipal Airport,Nebraska,3.50,3.00
1024,Charleston,KJZI,32.7009010315,-80.0028991699,Charleston Executive Airport,South-Carolina,5.49,6.64
1025,Jasper,KJZP,34.4533996582,-84.4573974609,Pickens County Airport,Georgia,3.19,2.94
1026,Atchison,KK59,39.5704994202,-95.1802978516,Amelia Earhart Airport,Kansas,4.96,4.25
1027,Abilene,KK78,38.9040985107,-97.2359008789,Abilene Municipal Airport,Kansas,4.93,4.20
1028,Kelso,KKLS,46.1180000305,-122.898002625,Southwest Washington Regional Airport,Washington,5.10,4.35
1029,Kanab,KKNB,37.011100769,-112.53099823,Kanab Municipal Airport,Utah,4.85,4.40
1030,Taft,KL17,35.1411018372,-119.4410018921,Taft Kern County Airport,California,4.74,3.40
1031,Jonesville,KL32,31.6252994537,-91.8292007446,Jonesville Airport,Louisiana,4.00,4.00
1032,Big Bear City,KL35,34.2638015747,-116.8560028076,Big Bear City Airport,California,3.67,3.19
1033,Leesville,KL39,31.16860008,-93.34249878,Leesville Airport,Louisiana,3.59,2.99
1034,Bakersfield,KL45,35.32479858,-118.9960022,Bakersfield Municipal Airport,California,3.58,2.75
1035,Lamar,KLAA,38.0696983337,-102.68800354,Lamar Municipal Airport,Colorado,4.60,3.99
1036,Lafayette,KLAF,40.4123001099,-86.9368972778,Purdue University Airport,Indiana,4.45,3.55
1037,Lakeland,KLAL,27.988899231,-82.0186004639,Lakeland Linder Regional Airport,Florida,3.29,4.88
1038,Lansing,KLAN,42.7787017822,-84.5874023438,Capital City Airport,Michigan,4.77,6.19
1039,Laramie,KLAR,41.3120994568,-105.6750030518,Laramie Regional Airport,Wyoming,4.25,3.70
1040,Las Vegas,KLAS,36.08010101,-115.1520004,McCarran International Airport,Nevada,7.99,5.59
1041,Lawton,KLAW,34.5676994324,-98.4166030884,Lawton Fort Sill Regional Airport,Oklahoma,4.00,3.50
1042,Los Angeles,KLAX,33.94250107,-118.4079971,Los Angeles International Airport,California,5.14,6.05
1043,Lubbock,KLBB,33.6636009216,-101.8229980469,Lubbock Preston Smith International Airport,Texas,3.99,4.49
1044,Latrobe,KLBE,40.27590179,-79.40480042,Arnold Palmer Regional Airport,Pennsylvania,4.80,2.84
1045,North Platte,KLBF,41.12620163,-100.6839981,North Platte Regional Airport Lee Bird Field,Nebraska,4.69,2.99
1046,Liberal,KLBL,37.0442009,-100.9599991,Liberal Mid-America Regional Airport,Kansas,3.95,2.96
1047,Lebanon,KLBO,37.64830017,-92.65239716,Floyd W. Jones Lebanon Airport,Missouri,3.55,3.00
1048,Lumberton,KLBT,34.6099014282,-79.0594024658,Lumberton Municipal Airport,North-Carolina,4.25,4.95
1049,Angleton/Lake Jackson,KLBX,29.1086006165,-95.462097168,Brazoria County Airport,Texas,2.63,2.58
1050,Lake Charles,KLCH,30.1261005402,-93.2232971191,Lake Charles Regional Airport,Louisiana,3.04,3.73
1051,Laconia,KLCI,43.5727005005,-71.4188995361,Laconia Municipal Airport,New-Hampshire,4.00,3.10
1052,Columbus,KLCK,39.8138008118,-82.9278030396,Rickenbacker International Airport,Ohio,4.71,3.28
1053,Lake City,KLCQ,30.1819992065,-82.5768966675,Lake City Municipal Airport,Florida,3.13,3.50
1054,Ludington,KLDM,43.96250153,-86.40789795,Mason County Airport,Michigan,4.33,3.03
1055,Lebanon,KLEB,43.6260986328,-72.3041992188,Lebanon Municipal Airport,New-Hampshire,6.00,5.00
1056,Leesburg,KLEE,28.82309914,-81.80870056,Leesburg International Airport,Florida,3.94,3.95
1057,Lemmon,KLEM,45.9187011719,-102.1060028076,Lemmon Municipal Airport,South-Dakota,4.90,5.10
1058,Auburn/Lewiston,KLEW,44.048500061,-70.2835006714,Auburn Lewiston Municipal Airport,Maine,4.44,3.98
1059,Lexington,KLEX,38.0364990234,-84.6059036255,Blue Grass Airport,Kentucky,4.87,5.07
1060,Lufkin,KLFK,31.2339992523,-94.75,Angelina County Airport,Texas,3.59,3.49
1061,Lafayette,KLFT,30.20529938,-91.98760223,Lafayette Regional Airport,Louisiana,4.50,5.87
1062,New York,KLGA,40.77719879,-73.87259674,La Guardia Airport,New-York,7.68,6.73
1063,Long Beach,KLGB,33.81769943,-118.1520004,Long Beach /Daugherty Field/ Airport,California,5.92,6.50
1064,Lagrange,KLGC,33.0088996887,-85.0726013184,Lagrange Callaway Airport,Georgia,3.95,3.32
